1,-1,955.50064,563.500274,13.0,12.999988,0.484434,0,-1
1,-1,958.4996479999999,691.50012,51.000064,134.99992,0.82062,2,-1
1,-1,1418.500448,646.49976,42.000064,113.00032,0.828413,2,-1
1,-1,931.49984,343.499982,28.0,63.999964,0.834283,1,-1
1,-1,917.4993920000001,697.50006,34.999936,123.00004,0.847776,1,-1
1,-1,937.500992,400.49968199999995,28.999936,78.000004,0.87044,1,-1
1,-1,1258.499552,813.5001599999999,43.999936,141.00039999999998,0.873503,2,-1
1,-1,188.50047999999998,319.500464,28.0,59.999968,0.875197,3,-1
1,-1,1714.4996480000002,407.500134,27.000064000000002,81.000028,0.877892,2,-1
1,-1,800.500768,431.49992000000003,54.000063999999995,82.0,0.878384,3,-1
1,-1,244.49916800000003,567.49992,30.000064,109.0,0.879196,1,-1
1,-1,979.500032,408.50042999999994,22.999935999999998,74.99998,0.883121,2,-1
1,-1,987.5007680000001,569.500242,30.000064,105.000004,0.889911,2,-1
1,-1,1889.50064,500.500338,31.0,98.999956,0.897377,2,-1
1,-1,1091.499392,465.500184,34.999936,86.999968,0.902655,2,-1
1,-1,1522.49936,561.500466,49.0,82.999972,0.910706,2,-1
1,-1,637.499552,488.49954,37.999936000000005,94.99996,0.919269,1,-1
1,-1,912.500768,1028.49954,60.000064,174.99988000000002,0.929791,1,-1
2,-1,955.50064,562.5001940000001,13.0,12.999988,0.51905,0,-1
2,-1,932.500928,342.499956,27.000064000000002,62.999992,0.827631,1,-1
2,-1,958.4996479999999,691.50012,51.000064,134.99992,0.834283,2,-1
2,-1,1418.500448,647.49984,42.000064,114.0004,0.836391,2,-1
2,-1,917.4993920000001,698.50014,34.999936,123.00004,0.84015,1,-1
2,-1,937.500992,400.49968199999995,28.999936,78.000004,0.862934,1,-1
2,-1,1257.5002880000002,814.50024,45.000064,142.00048,0.863931,2,-1
2,-1,187.499392,320.500544,28.999936,61.000048,0.876786,3,-1
2,-1,244.49916800000003,568.5,30.000064,110.00008,0.877892,1,-1
2,-1,1713.500192,407.50008,25.999936,82.0,0.878199,2,-1
2,-1,978.5007679999999,408.50042999999994,24.000064000000002,74.99998,0.882884,2,-1
2,-1,987.5007680000001,569.500242,30.000064,105.000004,0.883068,2,-1
2,-1,1091.50016,465.500184,34.0,86.999968,0.896181,2,-1
2,-1,801.50032,432.49994599999997,55.0,82.999972,0.90032,3,-1
2,-1,1889.50064,500.500338,31.0,98.999956,0.900832,2,-1
2,-1,1522.49936,561.500466,49.0,82.999972,0.910841,2,-1
2,-1,637.50032,488.499594,37.0,93.999988,0.918633,1,-1
2,-1,909.499712,1028.49954,64.999936,174.99988000000002,0.925479,1,-1
3,-1,955.50064,562.5001940000001,13.0,12.999988,0.550606,0,-1
3,-1,957.50048,691.50012,52.0,134.99992,0.831883,2,-1
3,-1,931.500608,340.499904,27.000064000000002,61.000048,0.836937,1,-1
3,-1,1418.500448,647.49984,42.000064,114.0004,0.844741,2,-1
3,-1,917.4993920000001,699.5002199999999,34.999936,124.00012000000001,0.845176,1,-1
3,-1,1256.4992,814.50024,46.0,141.00039999999998,0.861481,2,-1
3,-1,937.500992,400.49962800000003,28.999936,78.999976,0.862054,1,-1
3,-1,1712.500928,407.500134,27.000064000000002,81.000028,0.872192,2,-1
3,-1,244.49916800000003,568.5,30.000064,110.00008,0.879384,1,-1
3,-1,187.499392,320.500544,28.999936,61.000048,0.879801,3,-1
3,-1,986.49968,569.500242,31.0,105.000004,0.882835,2,-1
3,-1,978.5,408.50042999999994,25.0,74.99998,0.887357,2,-1
3,-1,1091.4998719999999,465.500184,31.999935999999998,86.999968,0.88779,2,-1
3,-1,1889.50064,500.500338,31.0,98.999956,0.895068,2,-1
3,-1,1522.49936,561.500466,49.0,82.999972,0.91067,2,-1
3,-1,801.50032,432.49994599999997,55.0,82.999972,0.913114,3,-1
3,-1,636.499232,489.49962,37.999936000000005,94.99996,0.916863,2,-1
